mmsi,timestamp,distance_from_shore,distance_from_port,speed,course,lat,lon,is_fishing,source,datetime,sun_state,distance,timediff,S0,A0,J0,C0,Vavg,Delta_S,Cavg,Delta_C,speed_lag_1,speed_lag_2,speed_lag_3,speed_lag_4,speed_lag_5,speed_lag_6,course_lag_1,course_lag_2,course_lag_3,course_lag_4,course_lag_5,course_lag_6,S0_lag_1,S0_lag_2,S0_lag_3,S0_lag_4,S0_lag_5,S0_lag_6,A0_lag_1,A0_lag_2,A0_lag_3,A0_lag_4,A0_lag_5,A0_lag_6,J0_lag_1,J0_lag_2,J0_lag_3,J0_lag_4,J0_lag_5,J0_lag_6,C0_lag_1,C0_lag_2,C0_lag_3,C0_lag_4,C0_lag_5,C0_lag_6
79111403404442.0,1339919814.0,40791.15625,382880.9375,0.1000000015,0.12611111534972222,0.9010954019521032,2.724733907113597,NO,dalhousie_ps,2012-06-17 07:56:54,1,0.694078953587456,5811.0,0.00011944225668343762,-3.3397998536003433e-08,-9.326014895053862e-12,-0.00012232546810985872,0.30000000075,-0.19999999925,0.4815277629429167,-0.35541664759319447,1.1000000238,0.6999999881,0.6000000238000001,0.6000000238000001,0.5,0.6999999881,0.8619444105361111,0.05416666666666667,0.5508333418105555,0.5705555386013889,0.8369444105361111,0.5627777947319444,0.0010378545278721214,0.0006368604419744727,0.00021005547829794653,0.00024103412118557614,0.0003135180261761536,0.00026980165328151993,5.270161526726084e-10,4.380717602037801e-08,-5.086805071860363e-08,-1.1189238465944688e-08,2.079547401915456e-08,-3.5653289415244607e-09,1.6815555499092148e-09,7.454902377204169e-12,-6.515404310781435e-11,-2.965347928595965e-12,4.986791963737813e-12,-2.4510282143902298e-12,1.9501643108533426e-05,-0.00013803358606900363,-3.23845595908593e-05,3.0251823685120224e-06,-9.811516934224116e-06,-3.858593989555982e-07
83171028160219.0,1339920239.0,1956303.0,2231980.5,0.6000000238000001,0.5027777777777778,0.12015137547658535,-2.2310136684171153,NO,gfw,2012-06-17 08:03:59,2,0.7329860834690799,3570.0,0.0002053182306636078,-1.3269601216635089e-09,1.387705618961908e-11,-1.3460942306100218e-05,0.6000000238000001,0.0,0.5268055597941662,-0.024027782016388888,0.1000000015,1.1000000238,0.6999999881,0.6000000238000001,0.6000000238000001,0.5,0.12611111534972222,0.8619444105361111,0.05416666666666667,0.5508333418105555,0.5705555386013889,0.8369444105361111,0.00011944225668343762,0.0010378545278721214,0.0006368604419744727,0.00021005547829794653,0.00024103412118557614,0.0003135180261761536,-3.3397998536003433e-08,5.270161526726084e-10,4.380717602037801e-08,-5.086805071860363e-08,-1.1189238465944688e-08,2.079547401915456e-08,-9.326014895053862e-12,1.6815555499092148e-09,7.454902377204169e-12,-6.515404310781435e-11,-2.965347928595965e-12,4.986791963737813e-12,-0.00012232546810985872,1.9501643108533426e-05,-0.00013803358606900363,-3.23845595908593e-05,3.0251823685120224e-06,-9.811516934224116e-06
10880510825243.0,1339925381.0,285992.96875,464790.6875,1.1000000238,0.8483333163791666,0.07191277299332692,2.606189150143336,SI,dalhousie_ps,2012-06-17 09:29:41,1,3.475744299243325,6439.0,0.0005397956669115274,-7.735034337018077e-08,-1.2094635738911847e-11,-2.1138521753291664e-06,1.1000000237999992,0.0,0.8551388634576389,-0.006805547078472252,0.6000000238000001,0.1000000015,1.1000000238,0.6999999881,0.6000000238000001,0.6000000238000001,0.5027777777777778,0.12611111534972222,0.8619444105361111,0.05416666666666667,0.5508333418105555,0.5705555386013889,0.0002053182306636078,0.00011944225668343762,0.0010378545278721214,0.0006368604419744727,0.00021005547829794653,0.00024103412118557614,-1.3269601216635089e-09,-3.3397998536003433e-08,5.270161526726084e-10,4.380717602037801e-08,-5.086805071860363e-08,-1.1189238465944688e-08,1.387705618961908e-11,-9.326014895053862e-12,1.6815555499092148e-09,7.454902377204169e-12,-6.515404310781435e-11,-2.965347928595965e-12,-1.3460942306100218e-05,-0.00012232546810985872,1.9501643108533426e-05,-0.00013803358606900363,-3.23845595908593e-05,3.0251823685120224e-06
10880510825243.0,1340079602.0,52951.5078125,755577.25,14.0,0.7966666327583334,0.11842111139531276,2.5193993933783627,NO,dalhousie_ps,2012-06-19 04:20:02,2,1.1183205595738752,156.0,0.007168721535729969,3.2211370145203776e-07,1.3061718738963939e-09,-2.3148474189814096e-05,13.94999980925,0.05000019074999962,0.7984722137451388,-0.0018055809868054995,13.8999996185,1.2999999523,2.0,13.8000001907,14.6999998093,11.5,0.8002777947319444,0.009166666534166668,0.3113888846502778,0.800833299425,0.30749999152277774,0.3958333333333333,0.0071184717983034515,0.00013479979447848255,0.000909687141437939,0.006816203627480244,0.00765887712033472,0.004161436565655368,1.1835088912420033e-07,-1.2319353687749705e-06,-5.455955409760788e-07,4.2041310700370946e-07,5.1943979256226444e-09,7.704419444553242e-07,-1.1827024975705134e-10,-1.0911602985673954e-09,-2.2081165862943e-10,6.081129119827885e-11,-1.1119070474726564e-12,1.1322050604909185e-09,-2.175037952449698e-07,-0.00048048047395248195,-1.416853165823079e-05,-5.1832210457029085e-08,2.276867030965388e-06,-6.794230425309672e-05
10880510825243.0,1340079902.0,52391.4609375,754660.1875,13.8999996185,0.795555538601389,0.11852926902494385,2.519073156144855,NO,dalhousie_ps,2012-06-19 04:25:02,2,2.1511927135791415,300.0,0.0071706423785971385,6.40280955723054e-09,-1.0523696396493573e-09,-3.7036471898147885e-06,13.94999980925,-0.05000019074999962,0.7961110856798611,-0.0005555470784722183,14.0,13.8999996185,1.2999999523,2.0,13.8000001907,14.6999998093,0.7966666327583334,0.8002777947319444,0.009166666534166668,0.3113888846502778,0.800833299425,0.30749999152277774,0.007168721535729969,0.0071184717983034515,0.00013479979447848255,0.000909687141437939,0.006816203627480244,0.00765887712033472,3.2211370145203776e-07,1.1835088912420033e-07,-1.2319353687749705e-06,-5.455955409760788e-07,4.2041310700370946e-07,5.1943979256226444e-09,1.3061718738963939e-09,-1.1827024975705134e-10,-1.0911602985673954e-09,-2.2081165862943e-10,6.081129119827885e-11,-1.1119070474726564e-12,-2.3148474189814096e-05,-2.175037952449698e-07,-0.00048048047395248195,-1.416853165823079e-05,-5.1832210457029085e-08,2.276867030965388e-06
79111403404442.0,1340080367.0,38999.04296875,389683.90625,0.6999999881,0.10166666242805555,0.8999993114261744,2.725031914840259,SI,dalhousie_ps,2012-06-19 04:32:47,1,1.1911045570416279,14918.0,7.98434479850937e-05,-4.72868124479015e-09,-1.1340140821220506e-12,-3.4261370981625475e-05,3.5000000894000003,-2.8000001013,0.35722222857999997,-0.2555555661519444,13.8999996185,14.0,13.8999996185,1.2999999523,2.0,13.8000001907,0.795555538601389,0.7966666327583334,0.8002777947319444,0.009166666534166668,0.3113888846502778,0.800833299425,0.0071706423785971385,0.007168721535729969,0.0071184717983034515,0.00013479979447848255,0.000909687141437939,0.006816203627480244,6.40280955723054e-09,3.2211370145203776e-07,1.1835088912420033e-07,-1.2319353687749705e-06,-5.455955409760788e-07,4.2041310700370946e-07,-1.0523696396493573e-09,1.3061718738963939e-09,-1.1827024975705134e-10,-1.0911602985673954e-09,-2.2081165862943e-10,6.081129119827885e-11,-3.7036471898147885e-06,-2.3148474189814096e-05,-2.175037952449698e-07,-0.00048048047395248195,-1.416853165823079e-05,-5.1832210457029085e-08
133554754525857.0,1340506965.0,1032514.1875,2154585.0,10.6000003815,0.25083334181055555,-0.05116054376798733,-1.7554360814889485,NO,false_positives,2012-06-24 03:02:45,1,36.41631086657192,6580.0,0.0055343937487191365,4.517785244005887e-08,1.639586092426047e-11,8.020945313660941e-07,10.550000190750001,0.05000019074999962,0.2481944508023608,0.0026388910081944494,11.3999996185,13.3999996185,15.1999998093,10.5,11.3000001907,14.1000003815,0.0049999998675,0.8141666836208333,0.016388889153888888,0.24555555979416666,0.008055555820555556,0.0049999998675,0.002586977848825597,0.0038793572350325203,0.005569105770062243,0.005237123479663549,0.00409229549165128,0.005674900909614218,-2.2565097329121312e-07,-2.370697561726969e-07,-1.638456551834839e-08,-6.270691244157501e-08,-2.3456753565868789e-07,-1.2455211475252145e-08,1.3366155550104574e-12,-4.075081087073665e-10,-6.085417443234081e-13,-3.648604328096205e-11,-3.6922888437424566e-12,-1.7419263749547403e-12,-4.58035669772981e-07,-2.7333580602108086e-06,1.7638050621633712e-06,1.3227513227513226e-06,-2.6356803002612764e-05,8.271297278742765e-07
133554754525857.0,1340511195.0,1009455.25,2130660.5,11.1000003815,0.2533333248561111,-0.051183817300721024,-1.7517301596740351,NO,false_positives,2012-06-24 04:13:15,1,23.595619567767848,4230.0,0.0055781606543186405,1.0346786193736173e-08,-8.23429462088007e-12,5.910125403204592e-07,10.850000381500001,0.25,0.252083333333333,0.0012499915227777714,10.6000003815,11.3999996185,13.3999996185,15.1999998093,10.5,11.3000001907,0.25083334181055555,0.0049999998675,0.8141666836208333,0.016388889153888888,0.24555555979416666,0.008055555820555556,0.0055343937487191365,0.002586977848825597,0.0038793572350325203,0.005569105770062243,0.005237123479663549,0.00409229549165128,4.517785244005887e-08,-2.2565097329121312e-07,-2.370697561726969e-07,-1.638456551834839e-08,-6.270691244157501e-08,-2.3456753565868789e-07,1.639586092426047e-11,1.3366155550104574e-12,-4.075081087073665e-10,-6.085417443234081e-13,-3.648604328096205e-11,-3.6922888437424566e-12,8.020945313660941e-07,-4.58035669772981e-07,-2.7333580602108086e-06,1.7638050621633712e-06,1.3227513227513226e-06,-2.6356803002612764e-05
192803403297411.0,1340512176.0,107463.6328125,420819.8125,13.1000003815,0.1105555534363889,-0.0059774328180979075,3.0774237871244976,SI,dalhousie_ps,2012-06-24 04:29:36,1,12.787702437790664,6698.0,0.0019091822092849602,-2.9414377810504035e-07,-8.521054334479464e-12,-0.00010504794418997379,13.249999999999998,-0.14999961850000076,0.4623611185286109,-0.3518055650922222,11.1000003815,10.6000003815,11.3999996185,13.3999996185,15.1999998093,10.5,0.2533333248561111,0.25083334181055555,0.0049999998675,0.8141666836208333,0.016388889153888888,0.24555555979416666,0.0055781606543186405,0.0055343937487191365,0.002586977848825597,0.0038793572350325203,0.005569105770062243,0.005237123479663549,1.0346786193736173e-08,4.517785244005887e-08,-2.2565097329121312e-07,-2.370697561726969e-07,-1.638456551834839e-08,-6.270691244157501e-08,-8.23429462088007e-12,1.639586092426047e-11,1.3366155550104574e-12,-4.075081087073665e-10,-6.085417443234081e-13,-3.648604328096205e-11,5.910125403204592e-07,8.020945313660941e-07,-4.58035669772981e-07,-2.7333580602108086e-06,1.7638050621633712e-06,1.3227513227513226e-06
83171028160219.0,1341541818.0,385529.125,1164822.0,10.1000003815,0.27694443596722224,0.1492108238958155,-1.8538373537643815,NO,gfw,2012-07-06 02:30:18,1,4.654294877760107,898.0,0.0051829564340313,1.7410030491792552e-08,2.7307704644732002e-11,6.8052367860678405e-06,10.05000019075,0.05000019074999962,0.27388888465027716,0.0030555513169444604,9.5,9.3000001907,10.0,12.6999998093,5.3000001907,0.3000000119,0.2780555513169445,0.2761111153497222,0.2708333333333333,0.9508332994250001,0.5630555470783334,0.8966666327583334,0.004724137624658455,0.004574762383117173,0.005167322226649671,0.002763270127165016,0.0006348293332545516,7.858416524897511e-05,2.878135675169209e-07,8.172439431368225e-07,-7.112288279176784e-09,2.0653830718235515e-07,2.145467527157633e-07,-5.409949991820809e-09,-1.0200970628514483e-09,1.250149741591079e-10,3.92144138566882e-12,9.478504947374273e-11,2.1145705079886077e-10,2.225766716078416e-12,3.7465047538001325e-06,-5.9519691294049196e-05,1.6658119693889157e-06,5.783178037886765e-05,-0.00011187682087700638,-9.041703254712455e-06
10880510825243.0,1341546146.0,1047472.25,1050632.0,6.5,0.0841666645475,0.6162538783478453,2.622702346798318,NO,dalhousie_ps,2012-07-06 03:42:26,1,6.859830648383734,12341.0,0.0005558569523040057,-1.9450805382906777e-07,-3.599057435965974e-11,-5.4020508103071e-07,10.099999904649998,-3.5999999046499997,0.08749999999999988,-0.0033333354524999956,10.1000003815,9.5,9.3000001907,10.0,12.6999998093,5.3000001907,0.27694443596722224,0.2780555513169445,0.2761111153497222,0.2708333333333333,0.9508332994250001,0.5630555470783334,0.0051829564340313,0.004724137624658455,0.004574762383117173,0.005167322226649671,0.002763270127165016,0.0006348293332545516,1.7410030491792552e-08,2.878135675169209e-07,8.172439431368225e-07,-7.112288279176784e-09,2.0653830718235515e-07,2.145467527157633e-07,2.7307704644732002e-11,-1.0200970628514483e-09,1.250149741591079e-10,3.92144138566882e-12,9.478504947374273e-11,2.1145705079886077e-10,6.8052367860678405e-06,3.7465047538001325e-06,-5.9519691294049196e-05,1.6658119693889157e-06,5.783178037886765e-05,-0.00011187682087700638
192803403297411.0,1341546440.0,214027.46875,271767.125,12.3999996185,0.12388888465027777,0.03810158356081957,3.0583457000229792,SI,dalhousie_ps,2012-07-06 03:47:20,1,39.11841913616831,6360.0,0.006150694832730867,5.326139474160143e-07,5.126975475371998e-11,-0.00013002270672558526,12.549999713899998,-0.15000009539999937,0.5373610920376387,-0.4134722073873611,6.5,10.1000003815,9.5,9.3000001907,10.0,12.6999998093,0.0841666645475,0.27694443596722224,0.2780555513169445,0.2761111153497222,0.2708333333333333,0.9508332994250001,0.0005558569523040057,0.0051829564340313,0.004724137624658455,0.004574762383117173,0.005167322226649671,0.002763270127165016,-1.9450805382906777e-07,1.7410030491792552e-08,2.878135675169209e-07,8.172439431368225e-07,-7.112288279176784e-09,2.0653830718235515e-07,-3.599057435965974e-11,2.7307704644732002e-11,-1.0200970628514483e-09,1.250149741591079e-10,3.92144138566882e-12,9.478504947374273e-11,-5.4020508103071e-07,6.8052367860678405e-06,3.7465047538001325e-06,-5.9519691294049196e-05,1.6658119693889157e-06,5.783178037886765e-05
39005622580143.0,1342162219.0,215997.015625,223176.0625,10.3999996185,0.9336111280652778,0.05097644027572938,-0.0234846845183905,NO,dalhousie_ps,2012-07-13 06:50:19,1,12.858908899836418,7153.0,0.0017976945197590408,1.986183675861253e-07,2.7694625987655068e-11,0.00010753064189873712,5.6499997973500005,4.74999982115,0.5490277873144449,0.38458334075083334,1.0,9.8999996185,9.8000001907,9.8999996185,9.6000003815,9.8999996185,0.7505555894638889,0.5236111111111111,0.6600000169541667,0.6547222137450001,0.6588888804116667,0.6572222391763889,0.0005203826648520126,0.0010359457354107632,0.006474117024526832,0.006421839549264264,0.006327835163102781,0.006362586218006624,-3.535215882472543e-07,2.5916396424588694e-08,7.26076045313443e-08,8.318972226679908e-08,-1.0859704657450986e-07,8.667173791106049e-07,-1.459941971661625e-11,3.280191329901355e-12,-1.4697385743687187e-11,1.697228042843442e-10,-3.0478575802659835e-09,-1.008120670914827e-08,-6.994927040600178e-06,9.944179570541036e-07,7.330282234953609e-06,-3.687315634218276e-06,5.208253860243192e-06,2.284948971102143e-05
38992105566132.0,1342163861.0,511245.6875,512808.03125,15.1000003815,0.3236111111111111,-0.031437568047899996,0.8360530852270276,NO,gfw,2012-07-13 07:17:41,1,0.0,42763.0,0.0,0.0,0.0,0.0,15.1000003815,0.0,0.3236111111111111,0.0,10.3999996185,1.0,9.8999996185,9.8000001907,9.8999996185,9.6000003815,0.9336111280652778,0.7505555894638889,0.5236111111111111,0.6600000169541667,0.6547222137450001,0.6588888804116667,0.0017976945197590408,0.0005203826648520126,0.0010359457354107632,0.006474117024526832,0.006421839549264264,0.006327835163102781,1.986183675861253e-07,-3.535215882472543e-07,2.5916396424588694e-08,7.26076045313443e-08,8.318972226679908e-08,-1.0859704657450986e-07,2.7694625987655068e-11,-1.459941971661625e-11,3.280191329901355e-12,-1.4697385743687187e-11,1.697228042843442e-10,-3.0478575802659835e-09,0.00010753064189873712,-6.994927040600178e-06,9.944179570541036e-07,7.330282234953609e-06,-3.687315634218276e-06,5.208253860243192e-06
